cohort,skill_id,skill_name,skill_md_path,trigger_hits,constraint_hits,error_hits,io_hits,sequence_hits,example_hits,heading_count,ordered_list_count,bullet_list_count,code_fence_count,placeholder_count,spec_form_auto,trigger_score,constraint_score,step_score,error_score,io_score,example_score,structuredness_score
popular,davila7-claude-code-templates-cli-tool-components-skills-development-web-quality-audit-skill-md,web-quality-audit,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-development-web-quality-audit-skill-md/content/SKILL.md,1,4,0,3,5,1,19,7,74,1,0,structured_template,10,20,15,0,15,8,68
popular,davila7-claude-code-templates-cli-tool-components-skills-development-web-to-markdown-skill-md,web-to-markdown,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-development-web-to-markdown-skill-md/content/SKILL.md,0,4,1,5,6,0,7,0,40,0,0,structured_template,0,20,15,8,15,0,58
popular,davila7-claude-code-templates-cli-tool-components-skills-development-writing-skills-skill-md,writing-skills,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-development-writing-skills-skill-md/content/SKILL.md,19,22,0,2,22,22,75,7,127,21,0,mixed,20,20,15,0,15,15,85
popular,davila7-claude-code-templates-cli-tool-components-skills-development-zapier-workflows-skill-md,zapier-workflows,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-development-zapier-workflows-skill-md/content/SKILL.md,7,10,1,8,36,6,38,69,177,10,0,mixed,20,20,15,8,15,15,93
popular,davila7-claude-code-templates-cli-tool-components-skills-document-processing-doc-skill-md,doc,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-document-processing-doc-skill-md/content/SKILL.md,2,4,1,3,1,0,11,5,17,6,6,mixed,20,20,15,8,15,15,93
popular,davila7-claude-code-templates-cli-tool-components-skills-document-processing-documentation-templates-skill-md,documentation-templates,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-document-processing-documentation-templates-skill-md/content/SKILL.md,0,2,0,5,1,5,37,0,25,6,0,mixed,0,20,8,0,15,15,58
popular,davila7-claude-code-templates-cli-tool-components-skills-document-processing-json-canvas-skill-md,json-canvas,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-document-processing-json-canvas-skill-md/content/SKILL.md,1,0,0,3,2,2,29,8,17,16,0,mixed,10,0,15,0,15,15,55
popular,davila7-claude-code-templates-cli-tool-components-skills-document-processing-obsidian-bases-skill-md,obsidian-bases,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-document-processing-obsidian-bases-skill-md/content/SKILL.md,1,3,0,9,0,1,67,3,93,18,0,mixed,10,20,15,0,15,15,75
popular,davila7-claude-code-templates-cli-tool-components-skills-document-processing-obsidian-markdown-skill-md,obsidian-markdown,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-document-processing-obsidian-markdown-skill-md/content/SKILL.md,1,0,0,4,4,9,70,5,56,56,9,mixed,10,0,15,0,15,15,55
popular,davila7-claude-code-templates-cli-tool-components-skills-document-processing-pdf-processing-pro-skill-md,pdf-processing-pro,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-document-processing-pdf-processing-pro-skill-md/content/SKILL.md,1,1,1,32,3,1,53,7,34,23,4,mixed,10,10,15,8,15,15,73
popular,davila7-claude-code-templates-cli-tool-components-skills-document-processing-pdf-processing-skill-md,pdf-processing,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-document-processing-pdf-processing-skill-md/content/SKILL.md,1,0,0,7,0,0,12,0,8,8,1,mixed,10,0,0,0,15,15,40
popular,davila7-claude-code-templates-cli-tool-components-skills-document-processing-spreadsheet-skill-md,spreadsheet,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-document-processing-spreadsheet-skill-md/content/SKILL.md,2,3,0,8,2,3,18,5,48,5,7,structured_template,20,20,15,0,15,15,85
popular,davila7-claude-code-templates-cli-tool-components-skills-enterprise-communication-backend-to-frontend-handoff-docs-skill-md,backend-to-frontend-handoff-docs,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-enterprise-communication-backend-to-frontend-handoff-docs-skill-md/content/SKILL.md,2,4,0,12,1,4,18,8,23,4,0,structured_template,20,20,15,0,15,15,85
popular,davila7-claude-code-templates-cli-tool-components-skills-enterprise-communication-capa-officer-skill-md,capa-officer,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-enterprise-communication-capa-officer-skill-md/content/SKILL.md,0,0,0,0,4,0,17,16,69,1,0,structured_template,0,0,15,0,0,8,23
popular,davila7-claude-code-templates-cli-tool-components-skills-enterprise-communication-daily-meeting-update-skill-md,daily-meeting-update,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-enterprise-communication-daily-meeting-update-skill-md/content/SKILL.md,1,14,2,10,12,3,36,3,73,18,0,mixed,10,20,15,15,15,15,90
popular,davila7-claude-code-templates-cli-tool-components-skills-enterprise-communication-data-privacy-compliance-skill-md,data-privacy-compliance,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-enterprise-communication-data-privacy-compliance-skill-md/content/SKILL.md,3,7,1,16,1,0,44,9,118,14,0,mixed,20,20,15,8,15,15,93
popular,davila7-claude-code-templates-cli-tool-components-skills-enterprise-communication-difficult-workplace-conversations-skill-md,difficult-workplace-conversations,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-enterprise-communication-difficult-workplace-conversations-skill-md/content/SKILL.md,2,5,0,0,3,3,28,11,81,3,0,structured_template,20,20,15,0,0,15,70
popular,davila7-claude-code-templates-cli-tool-components-skills-enterprise-communication-discord-bot-architect-skill-md,discord-bot-architect,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-enterprise-communication-discord-bot-architect-skill-md/content/SKILL.md,3,6,0,1,1,0,20,0,0,7,5,mixed,20,20,8,0,15,15,78
popular,davila7-claude-code-templates-cli-tool-components-skills-enterprise-communication-email-composer-skill-md,email-composer,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-enterprise-communication-email-composer-skill-md/content/SKILL.md,1,5,2,1,2,0,21,0,88,9,0,mixed,10,20,8,15,8,15,76
popular,davila7-claude-code-templates-cli-tool-components-skills-enterprise-communication-excel-analysis-skill-md,excel-analysis,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-enterprise-communication-excel-analysis-skill-md/content/SKILL.md,1,0,0,3,1,0,39,0,9,9,2,mixed,10,0,8,0,15,15,48
popular,davila7-claude-code-templates-cli-tool-components-skills-enterprise-communication-fda-consultant-specialist-skill-md,fda-consultant-specialist,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-enterprise-communication-fda-consultant-specialist-skill-md/content/SKILL.md,0,0,0,2,0,0,20,17,87,2,0,structured_template,0,0,15,0,15,15,45
popular,davila7-claude-code-templates-cli-tool-components-skills-enterprise-communication-feedback-mastery-skill-md,feedback-mastery,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-enterprise-communication-feedback-mastery-skill-md/content/SKILL.md,3,6,0,0,7,9,34,27,45,1,0,structured_template,20,20,15,0,0,15,70
popular,davila7-claude-code-templates-cli-tool-components-skills-enterprise-communication-frontend-to-backend-requirements-skill-md,frontend-to-backend-requirements,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-enterprise-communication-frontend-to-backend-requirements-skill-md/content/SKILL.md,1,6,0,5,6,0,27,7,46,1,0,structured_template,10,20,15,0,15,8,68
popular,davila7-claude-code-templates-cli-tool-components-skills-enterprise-communication-gdpr-dsgvo-expert-skill-md,gdpr-dsgvo-expert,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-enterprise-communication-gdpr-dsgvo-expert-skill-md/content/SKILL.md,0,2,0,0,1,0,23,16,98,2,0,structured_template,0,20,15,0,0,15,50
popular,davila7-claude-code-templates-cli-tool-components-skills-enterprise-communication-information-security-manager-iso27001-skill-md,information-security-manager-iso27001,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-enterprise-communication-information-security-manager-iso27001-skill-md/content/SKILL.md,0,1,2,0,1,0,25,12,80,2,0,structured_template,0,10,15,15,0,15,55
popular,davila7-claude-code-templates-cli-tool-components-skills-enterprise-communication-internal-comms-community-skill-md,internal-comms,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-enterprise-communication-internal-comms-community-skill-md/content/SKILL.md,1,0,0,1,0,5,3,3,11,0,0,structured_template,10,0,15,0,8,15,48
popular,davila7-claude-code-templates-cli-tool-components-skills-enterprise-communication-isms-audit-expert-skill-md,isms-audit-expert,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-enterprise-communication-isms-audit-expert-skill-md/content/SKILL.md,0,0,1,0,0,0,23,15,90,3,0,structured_template,0,0,15,8,0,15,38
popular,davila7-claude-code-templates-cli-tool-components-skills-enterprise-communication-mdr-745-specialist-skill-md,mdr-745-specialist,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-enterprise-communication-mdr-745-specialist-skill-md/content/SKILL.md,0,0,0,0,1,0,19,12,79,1,0,structured_template,0,0,15,0,0,8,23
popular,davila7-claude-code-templates-cli-tool-components-skills-enterprise-communication-professional-communication-skill-md,professional-communication,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-enterprise-communication-professional-communication-skill-md/content/SKILL.md,4,4,0,1,8,5,31,18,33,4,0,structured_template,20,20,15,0,8,15,78
popular,davila7-claude-code-templates-cli-tool-components-skills-enterprise-communication-qms-audit-expert-skill-md,qms-audit-expert,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-enterprise-communication-qms-audit-expert-skill-md/content/SKILL.md,0,0,0,2,0,0,21,17,83,2,0,structured_template,0,0,15,0,15,15,45
popular,davila7-claude-code-templates-cli-tool-components-skills-enterprise-communication-quality-documentation-manager-skill-md,quality-documentation-manager,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-enterprise-communication-quality-documentation-manager-skill-md/content/SKILL.md,0,0,1,4,7,0,25,10,91,2,0,structured_template,0,0,15,8,15,15,53
popular,davila7-claude-code-templates-cli-tool-components-skills-enterprise-communication-quality-manager-qmr-skill-md,quality-manager-qmr,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-enterprise-communication-quality-manager-qmr-skill-md/content/SKILL.md,0,0,0,3,0,0,23,6,83,1,0,structured_template,0,0,15,0,15,8,38
popular,davila7-claude-code-templates-cli-tool-components-skills-enterprise-communication-quality-manager-qms-iso13485-skill-md,quality-manager-qms-iso13485,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-enterprise-communication-quality-manager-qms-iso13485-skill-md/content/SKILL.md,0,0,0,5,3,0,20,19,69,1,0,structured_template,0,0,15,0,15,8,38
popular,davila7-claude-code-templates-cli-tool-components-skills-enterprise-communication-regulatory-affairs-head-skill-md,regulatory-affairs-head,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-enterprise-communication-regulatory-affairs-head-skill-md/content/SKILL.md,0,0,0,0,5,0,13,5,48,1,0,structured_template,0,0,15,0,0,8,23
popular,davila7-claude-code-templates-cli-tool-components-skills-enterprise-communication-risk-management-specialist-skill-md,risk-management-specialist,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-enterprise-communication-risk-management-specialist-skill-md/content/SKILL.md,0,0,1,0,1,1,21,8,82,2,0,structured_template,0,0,15,8,0,15,38
popular,davila7-claude-code-templates-cli-tool-components-skills-enterprise-communication-session-handoff-skill-md,session-handoff,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-enterprise-communication-session-handoff-skill-md/content/SKILL.md,0,2,0,1,23,2,19,9,36,6,0,mixed,0,20,15,0,8,15,58
popular,davila7-claude-code-templates-cli-tool-components-skills-enterprise-communication-slack-bot-builder-skill-md,slack-bot-builder,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-enterprise-communication-slack-bot-builder-skill-md/content/SKILL.md,4,3,0,8,1,2,22,0,11,3,3,structured_template,20,20,8,0,15,15,78
popular,davila7-claude-code-templates-cli-tool-components-skills-enterprise-communication-telegram-bot-builder-skill-md,telegram-bot-builder,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-enterprise-communication-telegram-bot-builder-skill-md/content/SKILL.md,4,3,0,3,1,1,24,0,15,10,3,mixed,20,20,8,0,15,15,78
popular,davila7-claude-code-templates-cli-tool-components-skills-enterprise-communication-telegram-mini-app-skill-md,telegram-mini-app,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-enterprise-communication-telegram-mini-app-skill-md/content/SKILL.md,4,1,0,6,2,1,26,0,13,12,4,mixed,20,10,8,0,15,15,68
popular,davila7-claude-code-templates-cli-tool-components-skills-enterprise-communication-twilio-communications-skill-md,twilio-communications,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-enterprise-communication-twilio-communications-skill-md/content/SKILL.md,4,4,1,20,1,0,15,0,14,3,1,structured_template,20,20,8,8,15,15,86
popular,davila7-claude-code-templates-cli-tool-components-skills-enterprise-communication-writing-clearly-and-concisely-skill-md,writing-clearly-and-concisely,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-enterprise-communication-writing-clearly-and-concisely-skill-md/content/SKILL.md,2,5,0,1,0,1,9,21,10,0,0,mixed,20,20,15,0,8,8,71
popular,davila7-claude-code-templates-cli-tool-components-skills-media-screenshot-skill-md,screenshot,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-media-screenshot-skill-md/content/SKILL.md,3,3,5,14,7,3,12,0,35,32,1,mixed,20,20,15,15,15,15,100
popular,davila7-claude-code-templates-cli-tool-components-skills-media-speech-skill-md,speech,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-media-speech-skill-md/content/SKILL.md,2,9,2,16,3,9,16,11,48,5,0,structured_template,20,20,15,15,15,15,100
